item,co2,unit,category,source
funnel cake with sugar and fruit,3.2,0.057,food,Existing Dataset
"long rice noodles, made from mung beans, cooked",4.45,0.021,food,Existing Dataset
"rice noodles, cooked",4.45,0.038,food,Existing Dataset
"barley, ns as to fat",1.18,0.105,food,Existing Dataset
"barley, no added fat",1.18,0.105,food,Existing Dataset
"barley, fat added",1.18,0.101,food,Existing Dataset
"oatmeal, from fast food, plain",2.48,0.072,food,Existing Dataset
"oatmeal, from fast food, maple flavored",2.48,0.071,food,Existing Dataset
"oatmeal, from fast food, fruit flavored",2.48,0.076,food,Existing Dataset
"oatmeal, from fast food, other flavors",2.48,0.071,food,Existing Dataset
"oatmeal, ns as to regular, quick, or instant, ns as to fat",2.48,0.071,food,Existing Dataset
"oatmeal, ns as to regular, quick, or instant, no added fat",2.48,0.072,food,Existing Dataset
"oatmeal, ns as to regular, quick, or instant, fat added",2.48,0.071,food,Existing Dataset
"oatmeal, regular or quick, made with water, ns as to fat",2.48,0.071,food,Existing Dataset
"oatmeal, regular or quick, made with water, no added fat",2.48,0.072,food,Existing Dataset
"oatmeal, regular or quick, made with water, fat added",2.48,0.071,food,Existing Dataset
"oatmeal, regular or quick, made with milk, ns as to fat",2.48,0.062,food,Existing Dataset
"oatmeal, regular or quick, made with milk, no added fat",2.48,0.063,food,Existing Dataset
"oatmeal, regular or quick, made with milk, fat added",2.48,0.062,food,Existing Dataset
"oatmeal, regular or quick, made with non-dairy milk, ns as to fat",2.48,0.123,food,Existing Dataset
"oatmeal, regular or quick, made with non-dairy milk, no added fat",2.48,0.125,food,Existing Dataset
"oatmeal, regular or quick, made with non-dairy milk, fat added",2.48,0.123,food,Existing Dataset
"oatmeal, instant, plain, made with water, ns as to fat",2.48,0.074,food,Existing Dataset
"oatmeal, instant, plain, made with water, no added fat",2.48,0.076,food,Existing Dataset
"oatmeal, instant, plain, made with water, fat added",2.48,0.074,food,Existing Dataset
"oatmeal, instant, plain, made with milk, ns as to fat",2.48,0.067,food,Existing Dataset
"oatmeal, instant, plain, made with milk, no added fat",2.48,0.069,food,Existing Dataset
"oatmeal,  instant, plain, made with milk, fat added",2.48,0.067,food,Existing Dataset
"oatmeal, instant, plain, made with non-dairy milk, ns as to fat",2.48,0.115,food,Existing Dataset
"oatmeal, instant, plain, made with non-dairy milk, no added fat",2.48,0.118,food,Existing Dataset
"oatmeal, instant, plain, made with non-dairy milk, fat added",2.48,0.115,food,Existing Dataset
"oatmeal, instant, maple flavored, ns as to fat",2.48,0.069,food,Existing Dataset
"oatmeal, instant, maple flavored, no added fat",2.48,0.071,food,Existing Dataset
"oatmeal, instant, maple flavored, fat added",2.48,0.069,food,Existing Dataset
"oatmeal, instant, fruit flavored, ns as to fat",2.48,0.068,food,Existing Dataset
"oatmeal, instant, fruit flavored, no added fat",2.48,0.07,food,Existing Dataset
"oatmeal, instant, fruit flavored, fat added",2.48,0.068,food,Existing Dataset
"oatmeal, instant, other flavors, ns as to fat",2.48,0.069,food,Existing Dataset
"oatmeal, instant, other flavors, no added fat",2.48,0.071,food,Existing Dataset
"oatmeal, instant, other flavors, fat added",2.48,0.069,food,Existing Dataset
"oatmeal, reduced sugar, plain, ns as to fat",2.48,0.071,food,Existing Dataset
"oatmeal, reduced sugar, plain, no added fat",2.48,0.074,food,Existing Dataset
"oatmeal, reduced sugar, plain, fat added",2.48,0.071,food,Existing Dataset
"oatmeal, made with milk and sugar, puerto rican style",2.48,0.053,food,Existing Dataset
"oatmeal, reduced sugar, flavored, ns as to fat",2.48,0.071,food,Existing Dataset
"oatmeal, reduced sugar, flavored, no added fat",2.48,0.074,food,Existing Dataset
"oatmeal, reduced sugar, flavored, fat added",2.48,0.071,food,Existing Dataset
"oatmeal, multigrain, ns as to fat",2.48,0.066,food,Existing Dataset
"oatmeal, multigrain, no added fat",2.48,0.068,food,Existing Dataset
"oatmeal, multigrain, fat added",2.48,0.066,food,Existing Dataset
"rice, cooked, nfs",4.45,0.069,food,Existing Dataset
"rice, white, cooked, ns as to fat",4.45,0.069,food,Existing Dataset
"rice, white, cooked, made with oil",4.45,0.067,food,Existing Dataset
"rice, white, cooked, made with butter",4.45,0.067,food,Existing Dataset
"rice, white, cooked, made with margarine",4.45,0.067,food,Existing Dataset
"rice, white, cooked, fat added, ns as to fat type",4.45,0.067,food,Existing Dataset
"rice, white, cooked, no added fat",4.45,0.069,food,Existing Dataset
"rice, brown, cooked, ns as to fat",4.45,0.105,food,Existing Dataset
"rice, brown, cooked, fat added, made with oil",4.45,0.103,food,Existing Dataset
"rice, brown, cooked, made with butter",4.45,0.103,food,Existing Dataset
"rice, brown, cooked, made with margarine",4.45,0.103,food,Existing Dataset
"rice, brown, cooked, fat added, ns as to fat type",4.45,0.103,food,Existing Dataset
"rice, brown, cooked, no added fat",4.45,0.105,food,Existing Dataset
"rice, cream of, cooked, no added fat",4.45,0.053,food,Existing Dataset
"rice, cooked, with milk",4.45,0.054,food,Existing Dataset
"rice, sweet, cooked with honey",4.45,0.066,food,Existing Dataset
"rice, creamed, made with milk and sugar, puerto rican style",4.45,0.028,food,Existing Dataset
"rice, cream of, cooked, fat added",4.45,0.052,food,Existing Dataset
"rice, cream of, cooked, ns as to fat",4.45,0.052,food,Existing Dataset
"rice, cream of, cooked, made with milk",4.45,0.043,food,Existing Dataset
"yellow rice, cooked, ns as to fat",4.45,0.075,food,Existing Dataset
"yellow rice, cooked, no added fat",4.45,0.075,food,Existing Dataset
"yellow rice, cooked, fat added",4.45,0.073,food,Existing Dataset
"rice, white, cooked, glutinous",4.45,0.049,food,Existing Dataset
"rice, wild, 100%, cooked, ns as to fat",4.45,0.117,food,Existing Dataset
"rice, wild, 100%, cooked, no added fat",4.45,0.12,food,Existing Dataset
"rice, wild, 100%, cooked, fat added",4.45,0.117,food,Existing Dataset
"rice, white and wild, cooked, no added fat",4.45,0.063,food,Existing Dataset
"rice, brown and wild, cooked, no added fat",4.45,0.107,food,Existing Dataset
"rice, white and wild, cooked, fat added",4.45,0.076,food,Existing Dataset
"rice, white and wild, cooked, ns as to fat",4.45,0.076,food,Existing Dataset
"rice, brown and wild, cooked, fat added",4.45,0.105,food,Existing Dataset
"rice, brown and wild, cooked, ns as to fat",4.45,0.093,food,Existing Dataset
"rice, white, cooked with fat, puerto rican style",4.45,0.091,food,Existing Dataset
"wheat, cream of, cooked, made with milk and sugar, puerto rican style",1.57,0.021,food,Existing Dataset
cereal (quaker cap'n crunch's crunchberries),1.53,0.119,food,Existing Dataset
cereal (quaker cap'n crunch's peanut butter crunch),3.15,0.111,food,Existing Dataset
cereal (general mills 25% less sugar cinnamon toast crunch),3.2,0.154,food,Existing Dataset
cereal (post grape-nuts),0.43,0.34,food,Existing Dataset
cereal (general mills oatmeal crisp with almonds),2.48,0.345,food,Existing Dataset
cereal (quaker oatmeal squares),2.48,0.474,food,Existing Dataset
cereal (general mills chex rice),4.45,0.26,food,Existing Dataset
cereal (kellogg's rice krispies),4.45,0.186,food,Existing Dataset
cereal (kellogg's rice krispies treats cereal),4.45,0.107,food,Existing Dataset
cereal (kellogg's special k red berries),1.53,0.246,food,Existing Dataset
cereal (kellogg's special k fruit & yogurt),3.15,0.313,food,Existing Dataset
"barley cereal, baby food, dry, instant",1.18,0.467,food,Existing Dataset
"oatmeal cereal, baby food, dry, instant",2.48,0.419,food,Existing Dataset
"rice cereal, baby food, dry, instant",4.45,0.231,food,Existing Dataset
"rice cereal with apples, baby food, dry, instant",4.45,0.373,food,Existing Dataset
"rice cereal with mixed fruits, baby food, dry, instant",4.45,0.377,food,Existing Dataset
"rice cereal with bananas, baby food, dry, instant",4.45,0.254,food,Existing Dataset
"brown rice cereal, baby food, dry, instant",4.45,0.368,food,Existing Dataset
"mixed cereal with bananas, baby food, dry, instant",0.86,0.256,food,Existing Dataset
"oatmeal cereal with bananas, baby food, dry, instant",0.86,0.391,food,Existing Dataset
"oatmeal cereal with fruit, baby food, dry, instant, toddler",2.48,0.34,food,Existing Dataset
"whole wheat cereal with apples, baby food, dry, instant",0.43,0.62,food,Existing Dataset
"rice cereal, baby food, jarred, nfs",4.45,0.051,food,Existing Dataset
"mixed cereal with applesauce and bananas, baby food, jarred",0.43,0.055,food,Existing Dataset
"oatmeal with applesauce and bananas, baby food, jarred",0.43,0.074,food,Existing Dataset
"rice cereal with applesauce and bananas, baby food, jarred",4.45,0.051,food,Existing Dataset
"rice cereal with mixed fruit, baby food, jarred",4.45,0.051,food,Existing Dataset
burrito with chicken,9.87,0.069,food,Existing Dataset
burrito with chicken and beans,9.87,0.085,food,Existing Dataset
burrito with chicken and sour cream,9.87,0.06,food,Existing Dataset
"burrito with chicken, beans, and sour cream",9.87,0.075,food,Existing Dataset
"burrito with chicken, beans, and rice",9.87,0.083,food,Existing Dataset
"burrito with chicken, beans, rice, and sour cream",9.87,0.074,food,Existing Dataset
"burrito with beans and rice, meatless",4.45,0.095,food,Existing Dataset
"enchilada with chicken and beans, red-chile or enchilada sauce",9.87,0.088,food,Existing Dataset
"enchilada with chicken and beans, green-chile or enchilada sauce",9.87,0.089,food,Existing Dataset
"enchilada with chicken, red-chile or enchilada sauce",9.87,0.077,food,Existing Dataset
"enchilada with chicken, green-chile or enchilada sauce",9.87,0.077,food,Existing Dataset
soft taco with chicken,9.87,0.08,food,Existing Dataset
"soft taco with chicken, from fast food",9.87,0.06,food,Existing Dataset
soft taco with chicken and sour cream,9.87,0.071,food,Existing Dataset
taco or tostada with chicken,9.87,0.078,food,Existing Dataset
taco or tostada with chicken and sour cream,9.87,0.068,food,Existing Dataset
taco or tostada with fish,13.63,0.066,food,Existing Dataset
soft taco with fish,13.63,0.069,food,Existing Dataset
soft taco with chicken and beans,9.87,0.095,food,Existing Dataset
"soft taco with chicken, beans, and sour cream",9.87,0.085,food,Existing Dataset
taco or tostada with chicken and beans,9.87,0.096,food,Existing Dataset
"taco or tostada with chicken, beans, and sour cream",9.87,0.085,food,Existing Dataset
ground beef with tomato sauce and taco seasonings on a cornbread crust,99.48,0.07,food,Existing Dataset
"mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",99.48,0.135,food,Existing Dataset
"mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",99.48,0.097,food,Existing Dataset
taco or tostada salad with chicken,9.87,0.103,food,Existing Dataset
taco or tostada salad with chicken and sour cream,9.87,0.092,food,Existing Dataset
tamale with chicken,9.87,0.063,food,Existing Dataset
nachos with cheese and sour cream,23.88,0.103,food,Existing Dataset
nachos with cheese,23.88,0.064,food,Existing Dataset
nachos with meat and cheese,23.88,0.105,food,Existing Dataset
nachos with chicken and cheese,9.87,0.1,food,Existing Dataset
"nachos with chicken, cheese, and sour cream",9.87,0.093,food,Existing Dataset
chimichanga with chicken,9.87,0.106,food,Existing Dataset
chimichanga with chicken and sour cream,9.87,0.097,food,Existing Dataset
quesadilla with chicken,9.87,0.076,food,Existing Dataset
"quesadilla with chicken, from fast food",9.87,0.076,food,Existing Dataset
quesadilla with vegetables and chicken,9.87,0.076,food,Existing Dataset
taquito or flauta with cheese,23.88,0.121,food,Existing Dataset
taquito or flauta with meat and cheese,23.88,0.102,food,Existing Dataset
taquito or flauta with chicken,9.87,0.1,food,Existing Dataset
taquito or flauta with chicken and cheese,9.87,0.1,food,Existing Dataset
fajita with chicken and vegetables,9.87,0.063,food,Existing Dataset
"pizza with cheese and extra vegetables, thin crust",23.88,0.134,food,Existing Dataset
"pizza with cheese and extra vegetables, medium crust",23.88,0.13,food,Existing Dataset
"pizza with cheese and extra vegetables, thick crust",23.88,0.121,food,Existing Dataset
"cheese turnover, puerto rican style",23.88,0.077,food,Existing Dataset
"codfish fritter, puerto rican style",13.63,0.089,food,Existing Dataset
"sweet bread dough, filled with meat, steamed",1.57,0.081,food,Existing Dataset
"sweet bread dough, filled with bean paste, meatless, steamed",1.57,0.111,food,Existing Dataset
"cheese quiche, meatless",23.88,0.056,food,Existing Dataset
turnover filled with ground beef and cabbage,99.48,0.083,food,Existing Dataset
vegetables and cheese in pastry,23.88,0.236,food,Existing Dataset
chicken cornbread,9.87,0.052,food,Existing Dataset
cornmeal dressing with chicken or turkey and vegetables,9.87,0.093,food,Existing Dataset
dressing with chicken or turkey and vegetables,9.87,0.113,food,Existing Dataset
lasagna with chicken or turkey,9.87,0.08,food,Existing Dataset
pad thai with chicken,9.87,0.091,food,Existing Dataset
"spaghetti with corned beef, puerto rican style",99.48,0.082,food,Existing Dataset
macaroni or noodles with cheese,23.88,0.074,food,Existing Dataset
"macaroni or noodles with cheese, from restaurant",23.88,0.064,food,Existing Dataset
"macaroni or noodles with cheese, made from packaged mix",23.88,0.059,food,Existing Dataset
"macaroni or noodles with cheese, canned",23.88,0.296,food,Existing Dataset
"macaroni or noodles with cheese, easy mac type",23.88,0.062,food,Existing Dataset
"macaroni or noodles with cheese, made from reduced fat packaged mix",23.88,0.054,food,Existing Dataset
macaroni or noodles with cheese and tuna,23.88,0.058,food,Existing Dataset
macaroni or noodles with cheese and meat,23.88,0.067,food,Existing Dataset
"macaroni or noodles with cheese and meat, prepared from hamburger helper mix",23.88,0.038,food,Existing Dataset
macaroni or noodles with cheese and tomato,23.88,0.06,food,Existing Dataset
macaroni or noodles with cheese and frankfurters or hot dogs,23.88,0.058,food,Existing Dataset
macaroni or noodles with cheese and egg,23.88,0.062,food,Existing Dataset
macaroni or noodles with cheese and chicken or turkey,9.87,0.062,food,Existing Dataset
"macaroni or noodles with cheese, whole grain",23.88,0.134,food,Existing Dataset
pasta with tomato-based sauce and cheese,23.88,0.083,food,Existing Dataset
macaroni or pasta salad with chicken,9.87,0.079,food,Existing Dataset
macaroni or pasta salad with cheese,23.88,0.075,food,Existing Dataset
"rice, fried, meatless",4.45,0.086,food,Existing Dataset
"rice, fried, nfs",4.45,0.086,food,Existing Dataset
"rice, fried, with chicken",4.45,0.083,food,Existing Dataset
"rice, fried, with pork",4.45,0.082,food,Existing Dataset
"rice, fried, with beef",4.45,0.084,food,Existing Dataset
"rice, fried, with shrimp",4.45,0.112,food,Existing Dataset
"rice with chicken, puerto rican style",9.87,0.122,food,Existing Dataset
"soupy rice with chicken, puerto rican style",9.87,0.103,food,Existing Dataset
"soupy rice mixture with chicken and potatoes, puerto rican style",9.87,0.076,food,Existing Dataset
"rice meal fritter, puerto rican style",4.45,0.069,food,Existing Dataset
"stewed rice, puerto rican style",4.45,0.105,food,Existing Dataset
"rice with squid, puerto rican style",4.45,0.843,food,Existing Dataset
"fried rice, puerto rican style",4.45,0.095,food,Existing Dataset
"rice with vienna sausage, puerto rican style",4.45,0.113,food,Existing Dataset
"rice with spanish sausage, puerto rican style",4.45,0.136,food,Existing Dataset
"rice with onions, puerto rican style",4.45,0.136,food,Existing Dataset
"rice with stewed beans, puerto rican style",4.45,0.102,food,Existing Dataset
"beans and rice, from fast food / restaurant",4.45,0.182,food,Existing Dataset
"kidney beans and rice, from fast food / restaurant",4.45,0.158,food,Existing Dataset
